@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
110,'2020/03/22 20:51:27:056',1,0.596581,-0.374199,0.172683,0.018882,0.47314,0.327094,0.240781,0.150953,0.236609,0.328353,0.328698,0.201979,0.344431,1,0,0,0,0,0
111,'2020/03/22 20:51:27:056',1,0.596581,-0.374199,0.172683,0.018882,0.47314,0.327094,0.240781,0.150953,0.236609,0.328353,0.328698,0.201979,0.344431,1,0,0,0,0,0
112,'2020/03/22 20:51:27:061',1,0.596581,-0.374199,0.172683,0.018882,0.47314,0.327094,0.240781,0.150953,0.236609,0.328353,0.328698,0.201979,0.344431,1,0,0,0,0,0
113,'2020/03/22 20:51:27:061',1,0.596581,-0.374199,0.172683,0.018882,0.47314,0.327094,0.240781,0.150953,0.236609,0.328353,0.328698,0.201979,0.344431,1,0,0,0,0,0
114,'2020/03/22 20:51:27:067',1,0.618881,-0.389054,0.102935,-0.003708,0.438481,0.297347,0.234398,0.182921,0.274875,0.320219,0.317754,0.162901,0.290034,1,0,0,0,0,0
115,'2020/03/22 20:51:27:067',1,0.618881,-0.389054,0.102935,-0.003708,0.438481,0.297347,0.234398,0.182921,0.274875,0.320219,0.317754,0.162901,0.290034,1,0,0,0,0,0
116,'2020/03/22 20:51:27:068',1,0.618881,-0.389054,0.102935,-0.003708,0.438481,0.297347,0.234398,0.182921,0.274875,0.320219,0.317754,0.162901,0.290034,1,0,0,0,0,0
117,'2020/03/22 20:51:27:078',1,0.578169,-0.392516,0.12474,0.023667,0.434124,0.256172,0.192133,0.149549,0.271201,0.345635,0.323348,0.16784,0.270735,1,0,0,0,0,0
118,'2020/03/22 20:51:27:079',1,0.578169,-0.392516,0.12474,0.023667,0.434124,0.256172,0.192133,0.149549,0.271201,0.345635,0.323348,0.16784,0.270735,1,0,0,0,0,0
119,'2020/03/22 20:51:27:079',1,0.578169,-0.392516,0.12474,0.023667,0.434124,0.256172,0.192133,0.149549,0.271201,0.345635,0.323348,0.16784,0.270735,1,0,0,0,0,0
120,'2020/03/22 20:51:27:091',1,0.57948,-0.370207,0.18309,0.017356,0.4774,0.319195,0.222342,0.191097,0.272839,0.332449,0.316613,0.213944,0.321634,1,0,0,0,0,0
121,'2020/03/22 20:51:27:092',1,0.57948,-0.370207,0.18309,0.017356,0.4774,0.319195,0.222342,0.191097,0.272839,0.332449,0.316613,0.213944,0.321634,1,0,0,0,0,0
122,'2020/03/22 20:51:27:092',1,0.57948,-0.370207,0.18309,0.017356,0.4774,0.319195,0.222342,0.191097,0.272839,0.332449,0.316613,0.213944,0.321634,1,0,0,0,0,0
123,'2020/03/22 20:51:27:097',1,0.57948,-0.370207,0.18309,0.017356,0.4774,0.319195,0.222342,0.191097,0.272839,0.332449,0.316613,0.213944,0.321634,1,0,0,0,0,0
124,'2020/03/22 20:51:27:098',1,0.57948,-0.370207,0.18309,0.017356,0.4774,0.319195,0.222342,0.191097,0.272839,0.332449,0.316613,0.213944,0.321634,1,0,0,0,0,0
125,'2020/03/22 20:51:27:098',1,0.57948,-0.370207,0.18309,0.017356,0.4774,0.319195,0.222342,0.191097,0.272839,0.332449,0.316613,0.213944,0.321634,1,0,0,0,0,0
